iter	MultiClass
0	1.770420788
1	1.642307801
2	1.5290514
3	1.424792109
4	1.323930061
5	1.258966362
6	1.196552404
7	1.137631719
8	1.070149759
9	1.017152734
10	0.9673959222
11	0.928041565
12	0.8793083485
13	0.8428921483
14	0.8153396371
15	0.7866837883
16	0.7565744363
17	0.7338990059
18	0.7139378755
19	0.6895897092
20	0.6680353743
21	0.6489844742
22	0.6340244112
23	0.6197076779
24	0.6037822549
25	0.5903879304
26	0.5790594411
27	0.5653415733
28	0.5531902883
29	0.5392120999
30	0.5257732397
31	0.5124968442
32	0.5021523541
33	0.4937490654
34	0.4823666342
35	0.4734646184
36	0.4653133139
37	0.4549602077
38	0.4424614641
39	0.437006124
40	0.4310898271
41	0.4243907051
42	0.415248044
43	0.4074093409
44	0.4029879064
45	0.3915026376
46	0.38803373
47	0.3829175436
48	0.3761710021
49	0.3711190654
50	0.3650793983
51	0.3596522961
52	0.3547543799
53	0.3510789294
54	0.34673056
55	0.3415442969
56	0.3386436899
57	0.3329964119
58	0.3286830887
59	0.32597893
60	0.3190209217
61	0.3145902447
62	0.311040761
63	0.3068432769
64	0.3036894753
65	0.2998011285
66	0.2971782795
67	0.2939636609
68	0.2896488911
69	0.2858962945
70	0.2795240954
71	0.2765810393
72	0.2736357848
73	0.2704853848
74	0.2648073707
75	0.2620786245
76	0.2588088253
77	0.2571684704
78	0.2545722595
79	0.2517286627
80	0.2493008227
81	0.2457768142
82	0.2432177092
83	0.2397428189
84	0.2372058764
85	0.2353036005
86	0.2333259207
87	0.2308252451
88	0.2277805151
89	0.2251993445
90	0.2206361254
91	0.2179295566
92	0.2169369804
93	0.2140828775
94	0.2122199908
95	0.2099987017
96	0.2087855849
97	0.2065450827
98	0.2028047711
99	0.2011548154
100	0.1999904866
101	0.1983864505
102	0.1966141591
103	0.1951785903
104	0.1942765777
105	0.1901300655
106	0.188040395
107	0.1857141827
108	0.1837944516
109	0.181635777
110	0.1798864293
111	0.1786664785
112	0.1782530172
113	0.1765065117
114	0.1748981342
115	0.1728745003
116	0.1714417342
117	0.1684777537
118	0.1664833332
119	0.1652944736
120	0.1644855238
121	0.1609402014
122	0.1600389041
123	0.1588875284
124	0.1579845755
125	0.1564732914
126	0.1549407965
127	0.1542736427
128	0.15346516
129	0.1510566076
130	0.1488683954
131	0.1476027172
132	0.146341212
133	0.1441548778
134	0.1429402887
135	0.1412470758
136	0.1404920865
137	0.1389666795
138	0.1380659111
139	0.1371082674
140	0.136800416
141	0.1360933208
142	0.1350282247
143	0.1331602397
144	0.131698739
145	0.1309786026
146	0.1301929826
147	0.1293281468
148	0.1282133456
149	0.1269584636
150	0.1261359603
151	0.1252519352
152	0.12468567
153	0.1240789049
154	0.1223897103
155	0.1217713868
156	0.1209729189
157	0.1202680177
158	0.1198235375
159	0.1188077889
160	0.1181101104
161	0.1167790812
162	0.1159412655
163	0.1154312754
164	0.1149602105
165	0.1143298025
166	0.1135800039
167	0.1127481093
168	0.1122166761
169	0.1117302584
170	0.1105847935
171	0.1099532131
172	0.1092161288
173	0.1085567345
174	0.1079959857
175	0.107384935
176	0.1068969078
177	0.1062541888
178	0.1060245176
179	0.1052908747
180	0.104787523
181	0.1040026086
182	0.1035475359
183	0.1029378434
184	0.102495054
185	0.1019666975
186	0.1011954752
187	0.100436034
188	0.09995889147
189	0.09940750301
190	0.09913386223
191	0.09849998167
192	0.09785978876
193	0.09734791377
194	0.09679738325
195	0.09629021594
196	0.09552205726
197	0.09503360748
198	0.09483461773
199	0.09447314132
200	0.09415234884
201	0.09366841781
202	0.09319806637
203	0.09236436523
204	0.09206075508
205	0.09132079847
206	0.09105935704
207	0.09050328532
208	0.09015965159
209	0.08969030713
210	0.08892908444
211	0.08851857023
212	0.08810685898
213	0.08759872099
214	0.08726210783
215	0.08644247415
216	0.08603217669
217	0.08563591358
218	0.08460179623
219	0.08402599733
220	0.08359874869
221	0.08311402679
222	0.0818923878
223	0.08152126821
224	0.08122518827
225	0.08034376006
226	0.08012096371
227	0.07984735968
228	0.07945321315
229	0.0791377118
230	0.07883502025
231	0.07864242003
232	0.07839982085
233	0.07792218147
234	0.07749454609
235	0.07704387862
236	0.07681892054
237	0.07652647586
238	0.0763033191
239	0.07589649611
240	0.07555694167
241	0.07526376334
242	0.07476203834
243	0.07442789643
244	0.07406330264
245	0.07375297332
246	0.07353312969
247	0.07338767563
248	0.07304397969
249	0.0724579605
250	0.07210076012
251	0.07172001866
252	0.07142247159
253	0.07109052423
254	0.07074400998
255	0.07050806249
256	0.07022386739
257	0.06997592398
258	0.0696347154
259	0.06941113671
260	0.06926442887
261	0.06900773744
262	0.06886097613
263	0.06861228139
264	0.06831778515
265	0.06772177551
266	0.06717302442
267	0.06703472871
268	0.06680469631
269	0.06638790247
270	0.06588621888
271	0.0657041428
272	0.06544048471
273	0.06522032367
274	0.06497454947
275	0.06464799138
276	0.06449663079
277	0.06421616736
278	0.06395446619
279	0.06374074311
280	0.06352024927
281	0.06322713959
282	0.06302873219
283	0.06291707768
284	0.06271448013
285	0.06241124337
286	0.06222205766
287	0.06200857423
288	0.0617708717
289	0.06161600294
290	0.06128468223
291	0.0610712935
292	0.06088880333
293	0.0606654594
294	0.06048303398
295	0.06024510665
296	0.06009157929
297	0.05993384464
298	0.05977124403
299	0.05940396531
300	0.05907065257
301	0.05891501999
302	0.05844108009
303	0.05821373633
304	0.05802697203
305	0.05768357606
306	0.05743756728
307	0.05726392259
308	0.05710674459
309	0.05694796611
310	0.05665684489
311	0.0565552208
312	0.05623032673
313	0.05593111603
314	0.05572367222
315	0.05555998896
316	0.0553727751
317	0.05513518204
318	0.05493671985
319	0.05477244121
320	0.05454029202
321	0.05427636237
322	0.05399999449
323	0.05382677208
324	0.05368078606
325	0.05347121904
326	0.05336338407
327	0.0532507047
328	0.05295279473
329	0.05260341773
330	0.05244131291
331	0.05225681779
332	0.05200735169
333	0.05174114523
334	0.05161941304
335	0.05141884504
336	0.05119845582
337	0.05084893588
338	0.05074298197
339	0.05054943865
340	0.05048139343
341	0.05034289574
342	0.0501150791
343	0.04990378896
344	0.04974747002
345	0.04959646742
346	0.04943133974
347	0.04933071736
348	0.04913197998
349	0.04905163443
350	0.04887304211
351	0.048471673
352	0.04828726204
353	0.04816795728
354	0.04773417789
355	0.04760145885
356	0.04743027491
357	0.04727329856
358	0.04711601806
359	0.04699275304
360	0.04684287824
361	0.04642478076
362	0.04633579845
363	0.04622570941
364	0.04610745756
365	0.04598171397
366	0.0457890916
367	0.04567008896
368	0.04556860073
369	0.0452474369
370	0.04511884851
371	0.04500703726
372	0.04488010696
373	0.04472028186
374	0.04459816809
375	0.04447480278
376	0.04434549128
377	0.04422406809
378	0.04394922976
379	0.04382682405
380	0.04371348187
381	0.04352179186
382	0.0434150792
383	0.04328425406
384	0.04315318233
385	0.04306078682
386	0.04284042417
387	0.04270039655
388	0.04248000501
389	0.0424103489
390	0.04235103572
391	0.04223964701
392	0.04215995704
393	0.04202552078
394	0.04175102584
395	0.04161675942
396	0.04153521622
397	0.04145359464
398	0.04125064628
399	0.04113765771
400	0.04092529457
401	0.04054539971
402	0.0404207782
403	0.04033650965
404	0.04020730503
405	0.0401491724
406	0.04008800062
407	0.03998257112
408	0.03971518241
409	0.03958138139
410	0.0394704698
411	0.03935929387
412	0.03928980532
413	0.03906826019
414	0.03888522992
415	0.03880307381
416	0.0387150154
417	0.03863710089
418	0.03847973547
419	0.03842644182
420	0.03823371132
421	0.03816706541
422	0.037855952
423	0.03781946693
424	0.03771468142
425	0.03752674167
426	0.03747668581
427	0.0373048285
428	0.037184794
429	0.03700748479
430	0.03690427795
431	0.03680341009
432	0.03672080902
433	0.03650538204
434	0.03626026899
435	0.03615996074
436	0.03607956266
437	0.03598541254
438	0.03592915299
439	0.03583702725
440	0.03571032029
441	0.03557947996
442	0.03545456795
443	0.03532498345
444	0.03523750682
445	0.03520450162
446	0.03512142033
447	0.03506593324
448	0.03494908009
449	0.03484538621
450	0.03464560127
451	0.0344454874
452	0.03434337906
453	0.03428606677
454	0.0342272902
455	0.03413371155
456	0.03405544311
457	0.03391179163
458	0.03381022142
459	0.03373555138
460	0.03364745549
461	0.03358538346
462	0.03348806812
463	0.03333009855
464	0.03327086423
465	0.03321794715
466	0.03312942731
467	0.03300516147
468	0.03293496646
469	0.03284370392
470	0.03265381169
471	0.03260245324
472	0.03247258528
473	0.03242117527
474	0.03236391303
475	0.03224471803
